4638fB0Bdb,0.16009788966749539,8.047500196112624,5.434486719464587,7.3424465443773,4.214057228589239,0.9128998160443536
EC25CC80BA,4.980330041496266,1.8005815323364815,9.398682189638839,7.369626021306042,1.674852271525905,7.446373811824923
fE6Ce528Cd,9.854262351032778,2.308540277976326,0.6011935400629143,0.08015631744737739,8.689469501995656,9.202249776233536
d6dF8edeE1,8.215879634990994,6.685306814337145,9.870891053852088,8.023582892545091,8.86718821371059,5.719420256173795
6479A7c396,9.941038031212724,7.834943183659645,3.7715525484544985,0.8065472197619517,4.873370163355441,8.891865173875352
7fcD9b35ca,0.43356054165663904,2.6833920742405426,3.2109122718245575,1.737473621733917,6.710122410092677,8.497913689457976
85919ABAC2,3.1338054164032703,8.839246301996397,1.5123317402794834,6.192953781265812,2.988985537643779,9.119182379163387
7Bb3C50E67,7.3327555931567705,8.464731622038403,2.1423596603043804,7.165167991156168,8.518263734283863,9.99166935001831
E8ef98eaca,7.969775243574597,2.615636499279889,6.5328850283836815,7.68593698082813,8.02012750484325,4.970943914767157
094329e1Ea,5.813637994888454,7.977393887748372,3.8308570661445596,0.5209788760437972,6.837193519301312,6.6871890118171216
e7A6e51a29,9.026742105656155,6.480177228104024,8.0743369039296,7.90873206364707,1.0359549270858948,6.6839305579418316
306D084218,4.760321488784665,3.8421657554903854,1.1329221029583614,6.646945645651159,3.430186430625887,8.99105261120608
dfF3bFAf8C,9.427276628963702,7.533137394628766,1.9338498928227088,3.054432886510723,2.085492881055575,4.570646716216153
Bc1e0dF25C,4.907336333300645,7.299402569171319,8.024069019154162,7.892452406292082,2.5080277546702945,8.800554890212442
4B9F5FdD1f,5.736059560605826,8.831611225293075,8.724547050295458,3.8942064770285914,2.9080385719188007,4.572857439440721
91D7c37D7A,2.500595624664579,1.834806093924266,9.025437874591903,5.893147223340629,8.464735123985996,8.569384485721624
fC250438f8,2.5719671754437954,3.018138179759081,6.87912070321104,5.23327399519718,8.113735983029514,9.32855007862989
CDa54DAfdb,1.493314145583221,6.028121626673521,4.868574781769235,7.024439850291371,5.695506457017855,8.411543155119768
Ea1C751E0A,4.604250748526302,9.6856277792232,5.35703342088667,7.766699825873021,3.9451717670411366,8.871616470886984
BcCc81BB3C,0.5813557768215472,5.606600176305218,4.138296861501508,5.52210553699636,0.3019076660959741,5.1313002503464835
676F3b0a1b,1.4448789303829368,2.481656199666047,0.40747626038989293,4.595154028689427,9.620427277415114,6.482253911932892
9F8ca676A6,7.521618122493393,1.0993471754489659,1.2244141415204213,7.456121209788376,2.858885841550224,1.693958161293363
32c56Bc761,1.9928181234039488,2.9447354105492805,3.287524371660453,8.274488332897334,0.3653884853974698,6.546649026793665
ebd0003a28,3.4467115316915864,9.529568819714246,2.9519935097235175,3.7168810131633947,9.196960126903807,2.284517870987186
