AAKVUH,115.64036455674585,147.19360933971444
7O25HN,112.04809738759538,137.57954709743228
MR6QVG,111.9477392986328,152.80390811420892
ULFLEM,100.66174283904532,143.9989117253472
ESSQLX,107.08772798405985,138.3708789030001
MXYG8A,106.21718670406875,141.48068450309958
RGIWVF,104.60491755075813,137.30128073477283
LQW95Z,105.9601122760878,137.95456551806558
CMTH5V,105.46711127353873,147.47622796471353
XTNKX1,108.33169764841448,138.5327600430094
HDTM7U,104.36035952926483,135.6960768591696
OXEPJS,109.75496759412101,140.5739376461353
NI5URL,106.20988515259523,143.58928704271113
75RK5H,106.8889279110919,140.39276747151928
H0026M,108.7769068799916,137.25049178916456
LU9GCB,106.02894405299362,142.9777029063913
DJ7TAA,108.5207675925493,143.20305763012038
QEY08O,111.16465155303497,141.38070839349768
IC9BC5,96.40282140748464,131.63305730525616
JUC85E,97.13968919652629,131.58433332606538
TMBVO6,110.10579072161713,132.26419860704223
4LN1LA,98.29569558969995,133.43276657190245
LCHYTG,111.12407105913118,149.60634411374716
LIUIZJ,104.09889363397816,132.50603642958387
2TJP2M,107.50417247004663,141.73699733547824
8LA1YN,106.92740332958813,144.76928807391542
RSRPUT,115.31722828517624,132.290112333592
V3OJL1,106.10783028439336,134.49149670558225
FADCSS,108.68100260642952,139.91069805171452
DAPQUR,109.26112510499071,139.49003218338478
GG6SGM,108.19710394853637,138.62954758272096
GETNHF,106.54537863995203,141.59875470831966
5U7YRD,108.64810138108339,142.04737630995913
IAKKV1,103.36676883245359,130.92849010552536
0KXKK2,102.84032263573165,133.14062341031413
SKUBT6,116.10688860933804,141.84723385737547
ZK90S4,105.43875876661922,132.63533882980175
33S092,107.7445624237287,140.52189782762179
JVBE9T,110.14359895233876,142.2843104892143
DJ63FV,112.89127917765707,137.27417388970335
IGOSUD,103.82312340622869,137.14538642351695
1AW5BX,97.22231408738895,132.84850884481523
GQUSKC,107.26963626104916,136.03285453809204
GEHCXP,110.14491174760626,143.18221575200533
7O34M0,106.86539420835084,136.04665441292283
5ZHEMP,111.3640967613607,138.4105174805286
